Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,Return,Return,Return,Return,Return,Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,296755,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-122-001,Trimisol Suspention  1 Liter,2052,0,,2052,bottle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-121-002,Ato-Cox solution 1 Liter,6156,0,,6156,bottle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-121-003,Ato-Cox solution 500 ml,0,0,,0,bottle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-029,Ato-Clinda 20% W.S.P 1 Kg,4253,0,,4253,can
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-028,D-Tylo 50/25 W.S.P  250gm,14180,0,,14180,can
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-020,Atco-Prol W.S.P  500gm,5039,5111,,10150,can
,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,554,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,745,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,7546,Balance,,,,,,730,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,24850,Balance,,,,,,610,Balance,,,,,,2284,Balance,,,,,,2480,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,0,Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-015,Atospectin W.S.P 150gm,0,0,,0,can
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-121-005,Ato-Nor 30 500 ml,0,0,,0,bottle
Product name,Atco Colistan W.S.P 500gm,Mfg.date:,February-13,,,,Product name,Neomycan 20% W.S.P  1 Kg,Mfg.date:,October-12,,,,Product name,Chlortetral  W.S.P 1 Kg,Mfg.date:,May-12,,,,Product name,Atoerythrin 20 % W.S.P 1 Kg,Mfg.date:,August-12,,,,Product name,Neo-Cox W.S.P  500gm,Mfg.date:,November-12,,,,Product name,Atco-tylan W.S.P 100gm,Mfg.date:,December-12,,,,Product name,Trisin W.S.P 500gm,Mfg.date:,February-13,,,,Product name,Lindaspectin W.S.P 150gm,Mfg.date:,February-13,,,,Product name,Salicox 120 Powder 25 Kg,Mfg.date:,January-13,,,,Product name,Trimisol Suspention  1 Liter,Mfg.date:,April-12,,,,Product name,Ato-Cox solution 1 Liter,Mfg.date:,May-13,,,,Product name,Ato-Cox solution 500 ml,Mfg.date:,December-12,,,,Product name,Ato-Clinda 20% W.S.P 1 Kg,Mfg.date:,August-12,,,,Product name,D-Tylo 50/25 W.S.P  250gm,Mfg.date:,February-13,,,,Product name,Atco-Prol W.S.P  500gm,Mfg.date:,February-13,,,,Product name,Atospectin W.S.P 150gm,Mfg.date:,March-13,,,,Product name,Ato-Nor 30 500 ml,Mfg.date:,April-13,,,,Product name,Atoprol Plus Powder 25 Kg,Mfg.date:,April-13,,,,Product name,Chlorfeed 40% Powder 25 Kg,Mfg.date:,May-13,,,,Product name,Atcdox 50% W.S.P  500gm,Mfg.date:,April-13,,,,Product name,Atco-Prol W.S.P  1 Kg,Mfg.date:,May-13,,,,Product name,Atozuril 0.5%  F.A.P 25kg,Mfg.date:,June-13,,,,Product name,Atco-Prol  W.S.P   25 gm,Mfg.date:,June-13,,,,Product name,Spectal Super W.S.P 100 gm,Mfg.date:,July-13,,,,Product name,,Mfg.date:,,,,,Product name,T.S 48% Liquid 1 Liter,Mfg.date:,August-13,,,,Product name,Ato Sulpha  W.S.P 20 gm,Mfg.date:,September-16,,,,Product name,Atozuril 0.5% F.A.P  1 Kg,Mfg.date:,September-13,,,,Product name,Atonor 30 1 Liter,Mfg.date:,October-13,,,,Product name,Neomycan 20% WSP 20 gm,Mfg.date:,October-13,,,,Product name,Levanide  Drench  1 Litre,Mfg.date:,November-13,,,,Product name,Spiramycin 150 W.S.P 100 gm,Mfg.date:,December-13,,,,Product name,Ato Linc 400 W.S.P 200gm,Mfg.date:,December-13,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,Product name,,Mfg.date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-113-004,Atoprol Plus Powder 25 Kg,0,0,,0,bag
Code No.,02-50-111-002,Expiry date,February-15,,,,Code No.,02-50-111-002,Expiry date,October-15,,,,Code No.,02-50-111-004,Expiry date,May-15,,,,Code No.,02-50-111-006,Expiry date,August-15,,,,Code No.,02-50-111-008,Expiry date,November-15,,,,Code No.,02-50-111-011,Expiry date,June-14,,,,Code No.,02-50-111-013,Expiry date,February-16,,,,Code No.,02-50-111-025,Expiry date,February-16,,,,Code No.,02-50-113-001,Expiry date,October-14,,,,Code No.,02-50-122-001,Expiry date,April-15,,,,Code No.,02-50-121-002,Expiry date,May-16,,,,Code No.,02-50-121-003,Expiry date,December-15,,,,Code No.,02-50-111-029,Expiry date,August-15,,,,Code No.,02-50-111-028,Expiry date,February-16,,,,Code No.,02-50-111-020,Expiry date,February-15,,,,Code No.,02-50-111-015,Expiry date,March-16,,,,Code No.,02-50-121-005,Expiry date,April-16,,,,Code No.,02-50-113-004,Expiry date,April-16,,,,Code No.,02-50-113-005,Expiry date,May-16,,,,Code No.,02-50-111-016,Expiry date,April-15,,,,Code No.,02-50-111-019,Expiry date,May-15,,,,Code No.,02-50-113-006,Expiry date,January-15,,,,Code No.,02-50-112-001,Expiry date,June-15,,,,Code No.,02-50-111-021,Expiry date,July-16,,,,Code No.,,Expiry date,,,,,Code No.,02-50-122-002,Expiry date,August-15,,,,Code No.,02-50-112-003,Expiry date,September-13,,,,Code No.,02-50-111-009,Expiry date,March-15,,,,Code No.,02-50-121-001,Expiry date,October-16,,,,Code No.,02-50-112-002,Expiry date,October-16,,,,Code No.,02-50-123-001,Expiry date,November-16,,,,Code No.,02-50-111-038,Expiry date,December-16,,,,Code No.,02-50-111-012,Expiry date,December-15,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,Code No.,,Expiry date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-113-005,Chlorfeed 40% Powder 25 Kg,103,0,,103,bag
Batch No.,130024,,,Quarantine,0,,Batch No.,120527,,,Quarantine,,,Batch No.,120162,,,Quarantine,,,Batch No.,120372,,,Quarantine,,,Batch No.,120580,,,Quarantine,,,Batch No.,120605,,,Quarantine,,,Batch No.,130035,,,Quarantine,0,,Batch No.,130014,,,Quarantine,,,Batch No.,130021,,,Quarantine,,,Batch No.,120109,,,Quarantine,,,Batch No.,130207,,27/5/2013(76),Quarantine,0,,Batch No.,120602,,,Quarantine,,,Batch No.,120375,,,Quarantine,,,Batch No.,130048,,,Quarantine,0,,Batch No.,130056,,,Quarantine,0,,Batch No.,130082,,14/3/2013(35),Quarantine,0,,Batch No.,130129,,9/4/2013(51),Quarantine,0,,Batch No.,130142,,17/4/2013(57),Quarantine,0,,Batch No.,130161,,8/5/2013(64),Quarantine,0,,Batch No.,120154,,22/4/2013(60),Quarantine,0,,Batch No.,130172,,13/5/2013(67),Quarantine,0,,Batch No.,130220,,4/6/2013(82),Quarantine,0,,Batch No.,130228,,13/6/2013(84&85),Quarantine,0,,Batch No.,130253,,16/7/2013(96),Quarantine,0,,Batch No.,,,,Quarantine,,,Batch No.,130297,,28/8/2013(117),Quarantine,0,,Batch No.,130341,,23/9/2013(129),Quarantine,0,,Batch No.,130343,,26/9/2013(130),Quarantine,0,,Batch No.,130357,,2/10/2013(134),Quarantine,0,,Batch No.,130339,,28/10/2013(147),Quarantine,0,,Batch No.,130380,,27/11/2013(166),Quarantine,0,,Batch No.,130405,,18/12/2013(176),Quarantine,0,,Batch No.,130416,,5/1/2014(184),Quarantine,0,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,Batch No.,,,,Quarantine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-016,Atcodox 50% W.S.P  500gm,0,0,,0,can
Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,Date,IN,OUT,Balance,Recipt note,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-019,Atco-Prol W.S.P  1 Kg,0,0,,0,can
12-Feb-13,1000,,1004,,,,22-Oct-12,744,,744,,,,21-May-12,0,,0,,,,28-Aug-12,765,,765,,,,13-Nov-12,1008,,1008,,,,10-Dec-12,4028,,4028,,,,18-Feb-13,1004,,1008,,,,06-Feb-13,2955,,2959,,,,10-Feb-13,100,,100,,,,11-Apr-12,599,,599,,,,17-Jun-13,2008,,2008,40,Addition,,05-Dec-12,4005,,4005,,,,28-Aug-12,746,,746,,,,03-Mar-13,2005,,2009,,,,03-Mar-13,1018,,1018,,,,26-Mar-13,5082,,5082,14,Addition,,14-Apr-13,4077,,4077,21,Addition,,12-May-13,30,,30,27,Addtion,,20-May-13,30,,30,29,Addition,,30-Apr-13,1000,,1000,Addition,30/4/2013(26),,29-May-13,500,,500,35,Addition,,10-Jun-13,100,,100,38,Addition,,14-Jul-13,20000,,20000,43,Addition,,24-Jul-13,4966,,4966,47,Addition,,,0,,0,,,,02-Sep-13,2038,,2042,57,Addition,,08-Oct-13,25000,,25000,64,Addition,,21-Nov-13,996,,996,77,Addition,,31-Oct-13,2038,,2038,69,Addition,,04-Nov-13,25005,,25005,71,Addition,,08-Dec-13,600,,600,81,Addition,,25-Dec-13,3792,,3792,87,Addition,,15-Jan-14,2496,,2496,90,Addition,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-113-006,Atozuril 0.5%  F.A.P 25kg,0,0,,0,bag
,,8,,5,Issue(3/3/2013),,,,744,,42,Delivery(27/2/2013),,,,0,,,,,,,765,,36,Delivery 21/2/20132,,,,1008,,40,Delivery (40) 24/2/2013,,20-Aug-13,,4028,,97,Delivery,,,,504,,35,2/20/2013,,,,8,,5,Issue(3/3/2013),,,,100,,39,Delivery (38) 24/2/2013,,,,1,,16,Issue(28/4/2013),,09-Jul-13,,1,,28,Issue,,,,4005,,38,Delivery (38) 24/2/2013,,,,0,,,,,,,8,,6,Issue(10/3/2013),,,,1018,,43,Delivery(3/3/2013),,22-Apr-13,,5082,,51,Delivery,,22-Apr-13,,2000,,53,Delivery,,25-Aug-13,,30,,100,Delivery,,23-Jun-13,,30,,78,Delivery,,30-Apr-13,,1000,,56,Delivery,,30-May-13,,500,,64,Deleivery,,10-Jun-13,,40,,71,Delivery,,17-Jul-13,,20000,,84,Delivery,,,,0,,,,,,,0,,,,,05-Sep-13,,8,,38,MOH,,11-Nov-13,,25000,,152,Delivery,,,,996,,157,Delivery,,31-Oct-13,,2038,,137,Delivery,,21-Jan-14,,1,,57,Issue,,,,0,,,,,25-Dec-13,,8,,53,Issue(M.O.H),,22-Jan-14,,8,,58,Issue(MOH),,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-112-001,Atco-Prol  W.S.P   25 gm,0,40967,,40967,Sachet
30-May-13,4,,,8,Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6,Issue(10/3/2013),,28-Oct-13,4,,,20,Return,,,,,,,,,10-Dec-13,,598,,172,Delivery,,22-Oct-13,,468,,128,Delivery,,,,,,,,,,,,,,,,30-May-13,4,,,8,Return,,,,,,,,,,,,,,,,19-May-13,,2077,,58,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-13,,6,,72,Delivery,,,,,,,,,,,,,,,,,,,,,,,08-Sep-13,,4,,40,Issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jan-14,,1500,,188,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-021,Spectal Super W.S.P 100 gm,12512,0,,12512,can
31-Jul-13,,996,,88,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-Apr-13,,492,,54,Delivery,,,,,,,,,,,,,,,,,,,,,,,29-Oct-13,,1539,,136,Delivery,,,,,,,,,,,,,,,,18-Jun-13,,2001,,77,Deleivry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-Jun-13,,40,,73,Delivery,,,,,,,,,,,,,,,,,,,,,,,18-Nov-13,4,,,24,Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-024,Chlorfeed 40% Powder 1Kg,730,0,,730,can
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/11/2013,4,,,25,Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Jun-13,,14,,75,Delivery,,,,,,,,,,,,,,,,,,,,,,,06-Jan-14,,2030,,185,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-122-002,T.S 48% Liquid 1 Liter,0,0,,0,bottle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-Dec-13,,4,,165,Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-112-003,Ato Sulpha  W.S.P 20 gm,50794,0,,50794,Sachet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-111-009,Atozuril 0.5% F.A.P  1 Kg,6148,0,,6148,can
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02-50-121-001,Atonor 30 1 Liter,0,0,,0,bottle
